file_name,class_id,confidence,point1_x,point1_y,point2_x,point2_y,point3_x,point3_y,point4_x,point4_y
120150292.png,33.0,0.9577892,432,166,667,166,667,429,432,429
102447497.png,11.0,0.79567295,780,87,1023,87,1023,313,780,313
170851442.png,29.0,0.97621006,1057,11,1295,11,1295,246,1057,246
114515774.png,7.0,0.9710708,1228,326,1522,326,1522,632,1228,632
112346050.png,27.0,0.9017231,1174,179,1403,179,1403,412,1174,412
113732947.png,33.0,0.96188235,954,617,1233,617,1233,915,954,915
103441246.png,11.0,0.9778242,1157,173,1443,173,1443,512,1157,512
105347005.png,11.0,0.83270186,466,600,774,600,774,947,466,947
125032649.png,23.0,0.9746763,777,307,1008,307,1008,549,777,549
162922533.png,32.0,0.95891166,966,636,1263,636,1263,948,966,948
181625215.png,10.0,0.9748111,530,806,825,806,825,1080,530,1080
132309288.png,11.0,0.9732397,459,318,743,318,743,669,459,669
155945704.png,15.0,0.97412825,729,72,978,72,978,295,729,295
135340089.png,21.0,0.97947055,810,232,1085,232,1085,543,810,543
155350399.png,4.0,0.9765772,1167,99,1420,99,1420,356,1167,356
155350399.png,7.0,0.97447115,488,617,764,617,764,915,488,915
092143286.png,16.0,0.9774705,660,102,938,102,938,398,660,398
123434209.png,17.0,0.9758188,1226,218,1503,218,1503,518,1226,518
142317620.png,22.0,0.97761554,1166,176,1390,176,1390,411,1166,411
142317620.png,24.0,0.93581903,1051,730,1330,730,1330,1030,1051,1030
151701201.png,1.0,0.9158984,1096,55,1347,55,1347,281,1096,281
144511700.png,7.0,0.9356036,800,112,1017,112,1017,341,800,341
144511700.png,11.0,0.7474232,1400,603,1690,603,1690,912,1400,912
140211989.png,17.0,0.9688691,1365,646,1670,646,1670,982,1365,982
134649956.png,21.0,0.90823025,1131,73,1399,73,1399,362,1131,362
134649956.png,17.0,0.8602824,1131,73,1399,73,1399,361,1131,361
093017715.png,18.0,0.9732292,1204,328,1478,328,1478,575,1204,575
105343804.png,27.0,0.9710661,753,104,968,104,968,334,753,334
170932201.png,33.0,0.8061494,963,643,1143,643,1143,790,963,790
170932201.png,1.0,0.79264724,675,20,920,20,920,240,675,240
122053086.png,26.0,0.8932628,894,348,1175,348,1175,657,894,657
122053086.png,7.0,0.8897746,895,349,1175,349,1175,654,895,654
101258362.png,11.0,0.98102623,746,151,1023,151,1023,482,746,482
143755268.png,6.0,0.8672895,1158,132,1411,132,1411,362,1158,362
143755268.png,11.0,0.7815191,997,560,1257,560,1257,843,997,843
095513910.png,22.0,0.9765946,850,482,1087,482,1087,736,850,736
110852884.png,22.0,0.881452,1252,332,1490,332,1490,579,1252,579
134346207.png,17.0,0.98277974,765,93,1040,93,1040,403,765,403
160051601.png,17.0,0.7039151,1343,482,1648,482,1648,799,1343,799
120937705.png,0.0,0.91542333,735,119,988,119,988,353,735,353
180252254.png,15.0,0.9708604,1372,712,1679,712,1679,988,1372,988
180252254.png,29.0,0.9678183,1188,271,1469,271,1469,534,1188,534
101800066.png,17.0,0.97769564,871,455,1181,455,1181,793,871,793
154518519.png,11.0,0.9665875,950,581,1271,581,1271,985,950,985
154518519.png,27.0,0.9547214,721,16,955,16,955,270,721,270
143242809.png,21.0,0.9719734,694,60,959,60,959,355,694,355
094233689.png,22.0,0.9734629,838,568,1083,568,1083,839,838,839
141200128.png,6.0,0.9776164,1215,277,1488,277,1488,526,1215,526
173354886.png,15.0,0.9735975,387,371,641,371,641,620,387,620
173354886.png,17.0,0.77766496,445,659,759,659,759,1011,445,1011
112105974.png,23.0,0.97300875,1085,161,1306,161,1306,393,1085,393
140031086.png,0.0,0.93673426,1215,267,1486,267,1486,513,1215,513
112033530.png,6.0,0.98090106,1366,706,1685,706,1685,991,1366,991
125542911.png,4.0,0.96934974,1012,582,1285,582,1285,883,1012,883
155952037.png,15.0,0.8013966,1020,0,1273,0,1273,128,1020,128
135046617.png,17.0,0.98236644,736,52,1009,52,1009,358,736,358
144417444.png,0.0,0.9421025,1089,0,1336,0,1336,221,1089,221
163053858.png,1.0,0.8297263,1204,298,1466,298,1466,535,1204,535
072221717.png,33.0,0.97773504,1099,162,1356,162,1356,423,1099,423
113609686.png,6.0,0.96858984,710,36,965,36,965,267,710,267
131009852.png,33.0,0.96652895,768,110,1011,110,1011,363,768,363
102719211.png,11.0,0.9750703,825,213,1111,213,1111,550,825,550
155011156.png,10.0,0.9459614,785,116,1038,116,1038,345,785,345
122550070.png,17.0,0.96485484,1125,123,1397,123,1397,409,1125,409
100937294.png,19.0,0.9534038,695,88,946,88,946,312,695,312
150637419.png,5.0,0.97193956,1063,0,1318,0,1318,221,1063,221
152426061.png,31.0,0.804053,1103,37,1351,37,1351,260,1103,260
150013214.png,31.0,0.8583384,706,93,948,93,948,319,706,319
080319671.png,24.0,0.9807196,1425,689,1703,689,1703,1012,1425,1012
144807536.png,27.0,0.9094044,773,141,1013,141,1013,401,773,401
135555454.png,22.0,0.9580083,1099,22,1327,22,1327,276,1099,276
135555454.png,15.0,0.9577997,457,326,701,326,701,569,457,569
085131480.png,16.0,0.98405796,691,190,972,190,972,488,691,488
153941184.png,11.0,0.8887866,717,108,979,108,979,348,717,348
151151020.png,9.0,0.9733846,460,358,717,358,717,597,460,597
132041422.png,11.0,0.98526865,785,83,1059,83,1059,404,785,404
122345856.png,17.0,0.9873017,1206,187,1503,187,1503,505,1206,505
124945292.png,19.0,0.88997895,1251,331,1533,331,1533,583,1251,583
140636426.png,6.0,0.97668934,824,354,1099,354,1099,610,824,610
162824434.png,28.0,0.8493689,421,352,669,352,669,620,421,620
104934065.png,29.0,0.82908416,720,30,955,30,955,270,720,270
072248943.png,4.0,0.9769388,1137,128,1389,128,1389,390,1137,390
144421116.png,10.0,0.9435071,494,511,769,511,769,769,494,769
114729751.png,13.0,0.95476866,781,201,1027,201,1027,433,781,433
152056931.png,31.0,0.9180902,1317,524,1615,524,1615,789,1317,789
093016586.png,10.0,0.9680728,947,712,1245,712,1245,992,947,992
142718351.png,31.0,0.90961957,642,0,871,0,871,92,642,92
123631651.png,17.0,0.97691023,456,558,755,558,755,910,456,910
154631893.png,13.0,0.98154575,1398,677,1698,677,1698,953,1398,953
093525821.png,32.0,0.86919194,1105,209,1358,209,1358,482,1105,482
143828890.png,20.0,0.91851616,891,635,1164,635,1164,909,891,909
143828890.png,6.0,0.85442656,891,635,1165,635,1165,910,891,910
152154136.png,11.0,0.8906668,483,230,735,230,735,467,483,467
120022065.png,17.0,0.93972063,739,102,1013,102,1013,398,739,398
155007158.png,17.0,0.9755411,1271,450,1566,450,1566,764,1271,764
155007158.png,32.0,0.82425356,785,67,1082,67,1082,469,785,469
110915274.png,19.0,0.9631831,572,599,850,599,850,870,572,870
120717830.png,6.0,0.9545682,1322,529,1616,529,1616,797,1322,797
120717830.png,24.0,0.8283541,812,183,1050,183,1050,446,812,446
144327064.png,18.0,0.95576936,1164,210,1428,210,1428,448,1164,448
144327064.png,22.0,0.9280161,1005,603,1219,603,1219,877,1005,877
140255403.png,0.0,0.9466877,1050,1,1302,1,1302,227,1050,227
072049095.png,23.0,0.9778798,762,127,982,127,982,356,762,356
181121763.png,1.0,0.97104836,862,558,1144,558,1144,827,862,827
181121763.png,24.0,0.9190465,692,36,889,36,889,305,692,305
122204041.png,13.0,0.97718835,968,658,1254,658,1254,929,968,929
104218991.png,28.0,0.9246355,1063,58,1317,58,1317,311,1063,311
123208078.png,6.0,0.89817953,1374,630,1669,630,1669,891,1374,891
121938843.png,4.0,0.95137036,1244,219,1477,219,1477,457,1244,457
140151255.png,15.0,0.88821423,714,30,967,30,967,265,714,265
103924511.png,23.0,0.8767019,1095,200,1322,200,1322,437,1095,437
132959245.png,8.0,0.9757397,1410,695,1707,695,1707,967,1410,967
110903616.png,6.0,0.9811677,1215,367,1506,367,1506,623,1215,623
092324978.png,16.0,0.9829859,783,245,1066,245,1066,563,783,563
181620452.png,10.0,0.96912,407,378,674,378,674,629,407,629
064507368.png,16.0,0.97848606,495,124,757,124,757,422,495,422
071126840.png,4.0,0.9732713,372,262,618,262,618,532,372,532
071126840.png,22.0,0.7630997,702,55,1032,55,1032,423,702,423
095740817.png,27.0,0.9736279,1077,75,1325,75,1325,338,1077,338
080311442.png,33.0,0.9704852,430,398,685,398,685,698,430,698
075524214.png,7.0,0.9780918,1414,749,1754,749,1754,1080,1414,1080
123419216.png,4.0,0.9669094,834,188,1079,188,1079,454,834,454
162243002.png,18.0,0.9662811,528,503,781,503,781,763,528,763
090331355.png,24.0,0.9744194,693,42,917,42,917,298,693,298
150325380.png,9.0,0.9629857,1146,102,1396,102,1396,326,1146,326
085802718.png,24.0,0.9778789,926,571,1182,571,1182,878,926,878
110114811.png,24.0,0.95585996,792,190,1023,190,1023,466,792,466
110114811.png,11.0,0.86029637,794,190,1024,190,1024,466,794,466
154043079.png,7.0,0.96606356,1064,107,1346,107,1346,382,1064,382
142328953.png,15.0,0.97487766,1150,88,1410,88,1410,313,1150,313
090448605.png,33.0,0.9600868,1056,199,1301,199,1301,453,1056,453
141024642.png,32.0,0.97451615,1423,742,1739,742,1739,1075,1423,1075
104128397.png,31.0,0.9545339,1156,252,1420,252,1420,508,1156,508
104128397.png,14.0,0.71396124,658,0,916,0,916,179,658,179
130848154.png,18.0,0.9618337,1155,130,1410,130,1410,360,1155,360
150328943.png,31.0,0.79614544,474,495,744,495,744,759,474,759
114752247.png,18.0,0.93132806,809,287,1073,287,1073,530,809,530
082347585.png,20.0,0.8449359,825,524,1108,524,1108,787,825,787
161058905.png,29.0,0.97855693,1120,126,1365,126,1365,375,1120,375
134339045.png,17.0,0.9819094,1109,16,1388,16,1388,316,1109,316
155020226.png,7.0,0.957355,758,162,1001,162,1001,429,758,429
155020226.png,17.0,0.89234114,756,162,1001,162,1001,428,756,428
131749496.png,27.0,0.97682023,726,62,963,62,963,317,726,317
111438083.png,11.0,0.9711392,424,339,703,339,703,692,424,692
101432402.png,12.0,0.97407395,688,41,927,41,927,261,688,261
122652373.png,19.0,0.9567117,767,91,1018,91,1018,318,767,318
122652373.png,27.0,0.8893583,1209,285,1457,285,1457,561,1209,561
120133756.png,1.0,0.9511217,841,125,1088,125,1088,356,841,356
111448382.png,30.0,0.95842403,488,737,765,737,765,1015,488,1015
151411362.png,29.0,0.9155975,489,505,754,505,754,791,489,791
151411362.png,15.0,0.8702324,727,1,967,1,967,221,727,221
101735743.png,12.0,0.9614575,681,44,921,44,921,262,681,262
140927329.png,28.0,0.97748363,1092,15,1347,15,1347,275,1092,275
101421082.png,16.0,0.9549681,803,254,1099,254,1099,569,803,569
101421082.png,11.0,0.7623007,803,254,1099,254,1099,569,803,569
095526126.png,14.0,0.9627617,1161,323,1432,323,1432,569,1161,569
085556350.png,16.0,0.977795,1122,195,1411,195,1411,505,1122,505
134354918.png,29.0,0.9711179,367,255,608,255,608,512,367,512
072911303.png,23.0,0.978672,764,196,990,196,990,433,764,433
124804489.png,17.0,0.9835224,1161,95,1447,95,1447,400,1161,400
154335648.png,7.0,0.9591662,1182,149,1445,149,1445,422,1182,422
091835196.png,13.0,0.9554824,746,175,995,175,995,409,746,409
170618089.png,11.0,0.94705886,851,344,1156,344,1156,692,851,692
170618089.png,5.0,0.91301626,1207,334,1487,334,1487,590,1207,590
150812350.png,6.0,0.9504998,1163,212,1422,212,1422,445,1163,445
102650629.png,22.0,0.9509219,948,484,1190,484,1190,742,948,742
102650629.png,1.0,0.72694725,764,0,992,0,992,216,764,216
145207740.png,4.0,0.9414793,1265,314,1505,314,1505,560,1265,560
143216350.png,17.0,0.95199776,800,48,1025,48,1025,304,800,304
100518077.png,30.0,0.92520595,404,302,642,302,642,543,404,543
112340270.png,12.0,0.9716295,1157,158,1407,158,1407,384,1157,384
075545742.png,1.0,0.9756408,404,318,653,318,653,565,404,565
075545742.png,22.0,0.78789485,859,390,1118,390,1118,666,859,666
135230580.png,32.0,0.93959236,1281,369,1559,369,1559,669,1281,669
093209660.png,13.0,0.96027905,817,303,1070,303,1070,553,817,553
123355881.png,0.0,0.91900855,467,440,720,440,720,699,467,699
123355881.png,1.0,0.84882694,467,440,720,440,720,699,467,699
124730328.png,6.0,0.9777803,733,19,984,19,984,243,733,243
101741970.png,17.0,0.9835903,1159,139,1451,139,1451,449,1159,449
125918147.png,17.0,0.9768877,585,746,880,746,880,1080,585,1080
125918147.png,30.0,0.93111813,1276,355,1549,355,1549,604,1276,604
125918147.png,27.0,0.7978932,909,366,1158,366,1158,638,909,638
142251447.png,6.0,0.9297968,1426,652,1737,652,1737,931,1426,931
134119948.png,21.0,0.983817,1273,331,1569,331,1569,658,1273,658
143208985.png,15.0,0.96311516,724,9,961,9,961,224,724,224
105435775.png,13.0,0.9135275,735,106,986,106,986,340,735,340
105531076.png,16.0,0.9743663,488,719,801,719,801,1080,488,1080
140736033.png,27.0,0.9695127,747,46,986,46,986,304,747,304
132939731.png,11.0,0.96716624,1155,194,1435,194,1435,539,1155,539
141320334.png,17.0,0.9334447,731,127,992,127,992,413,731,413
134911932.png,13.0,0.87759906,786,136,1029,136,1029,357,786,357
090737325.png,16.0,0.9783376,1068,18,1347,18,1347,306,1068,306
133251230.png,6.0,0.94071215,1126,70,1394,70,1394,308,1126,308
161514250.png,15.0,0.94608,673,53,920,53,920,274,673,274
103254450.png,27.0,0.9421691,1033,884,1342,884,1342,1080,1033,1080
103254450.png,0.0,0.8702841,1222,263,1456,263,1456,503,1222,503
102001014.png,3.0,0.9643088,1139,227,1400,227,1400,499,1139,499
142900983.png,27.0,0.97572756,769,26,1010,26,1010,280,769,280
105648070.png,6.0,0.9551518,836,451,1101,451,1101,694,836,694
105748877.png,20.0,0.9518281,889,468,1167,468,1167,729,889,729
103024947.png,11.0,0.9740587,751,162,1026,162,1026,497,751,497
100844280.png,5.0,0.95784277,1082,95,1347,95,1347,330,1082,330
131121726.png,18.0,0.91477495,740,156,989,156,989,389,740,389
142405547.png,6.0,0.95258737,1311,421,1589,421,1589,667,1311,667
080427095.png,18.0,0.971779,1141,174,1408,174,1408,410,1141,410
125223978.png,23.0,0.96583354,761,204,982,204,982,437,761,437
133536302.png,10.0,0.9665208,457,334,710,334,710,583,457,583
123318622.png,22.0,0.95895857,1327,401,1575,401,1575,686,1327,686
123318622.png,5.0,0.8754453,700,79,954,79,954,314,700,314
150203018.png,31.0,0.9485497,1202,252,1468,252,1468,508,1202,508
150525446.png,17.0,0.9597763,758,115,1014,115,1014,393,758,393
123750779.png,25.0,0.9588674,900,473,1187,473,1187,786,900,786
123750779.png,7.0,0.827352,901,474,1188,474,1188,786,901,786
120921972.png,1.0,0.97923344,958,532,1240,532,1240,799,958,799
182050643.png,3.0,0.95762736,1105,21,1348,21,1348,257,1105,257
182050643.png,17.0,0.79616284,740,228,1008,228,1008,503,740,503
182050643.png,26.0,0.75324035,739,229,1007,229,1007,502,739,502
140430424.png,17.0,0.98243296,737,54,1015,54,1015,353,737,353
090648584.png,23.0,0.97877306,1237,337,1476,337,1476,583,1237,583
141444077.png,17.0,0.93411714,1188,172,1459,172,1459,463,1188,463
133845397.png,23.0,0.8336277,719,211,941,211,941,452,719,452
135800597.png,33.0,0.8649569,868,273,1077,273,1077,523,868,523
135800597.png,28.0,0.8304881,1324,401,1609,401,1609,698,1324,698
160824543.png,22.0,0.96794444,821,262,1078,262,1078,553,821,553
160824543.png,31.0,0.96024203,1186,248,1450,248,1450,501,1186,501
122909668.png,17.0,0.9841712,1144,131,1429,131,1429,440,1144,440
141818637.png,24.0,0.9572253,745,5,965,5,965,261,745,261
110318275.png,29.0,0.9759454,1335,538,1616,538,1616,818,1335,818
110318275.png,32.0,0.9670086,356,112,619,112,619,398,356,398
140056552.png,9.0,0.9670187,1201,284,1468,284,1468,519,1201,519
083926585.png,13.0,0.97783387,1077,162,1331,162,1331,389,1077,389
173854667.png,11.0,0.9442696,1415,640,1741,640,1741,1002,1415,1002
173854667.png,5.0,0.94372845,429,487,699,487,699,749,429,749
173854667.png,5.0,0.9406802,806,426,1089,426,1089,674,806,674
130722081.png,31.0,0.97463995,814,182,1069,182,1069,432,814,432
151636353.png,7.0,0.95897007,1107,77,1377,77,1377,349,1107,349
161856333.png,5.0,0.9544963,697,104,959,104,959,341,697,341
161856333.png,15.0,0.91935796,1034,5,1294,5,1294,228,1034,228
143909659.png,7.0,0.951624,1151,120,1422,120,1422,411,1151,411
143909659.png,17.0,0.9228927,406,227,664,227,664,501,406,501
144808836.png,6.0,0.9146412,1118,87,1385,87,1385,324,1118,324
160627710.png,22.0,0.8546025,769,140,1009,140,1009,415,769,415
160627710.png,7.0,0.7393108,1121,77,1374,77,1374,338,1121,338
142554121.png,8.0,0.97268325,794,313,1050,313,1050,549,794,549
130248165.png,14.0,0.933883,751,124,998,124,998,354,751,354
130248165.png,13.0,0.8250889,752,124,999,124,999,355,752,355
094903052.png,0.0,0.89879614,678,128,931,128,931,362,678,362
094903052.png,12.0,0.8662278,678,128,931,128,931,363,678,363
094903052.png,22.0,0.75410116,1021,0,1254,0,1254,172,1021,172
095649613.png,6.0,0.9737317,1135,168,1408,168,1408,408,1135,408
103515446.png,21.0,0.9681407,741,22,1002,22,1002,311,741,311
112046928.png,24.0,0.97857475,1173,170,1408,170,1408,442,1173,442
134003099.png,17.0,0.9775198,1348,453,1668,453,1668,793,1348,793
150609852.png,6.0,0.89535767,1260,408,1545,408,1545,662,1260,662
100636009.png,32.0,0.9482773,1075,43,1332,43,1332,301,1075,301
104520454.png,19.0,0.9533233,1418,663,1725,663,1725,935,1418,935
154935720.png,14.0,0.9501792,1357,653,1659,653,1659,928,1357,928
144355338.png,32.0,0.97276807,1017,741,1313,741,1313,1052,1017,1052
152117425.png,23.0,0.9577023,859,392,1092,392,1092,643,859,643
152117425.png,11.0,0.89932406,765,742,1047,742,1047,1067,765,1067
152117425.png,24.0,0.7683165,764,742,1045,742,1045,1066,764,1066
100741602.png,8.0,0.97073394,1227,392,1497,392,1497,637,1227,637
133642908.png,17.0,0.80275387,721,79,980,79,980,360,721,360
162049889.png,0.0,0.9561491,720,54,968,54,968,285,720,285
154258458.png,7.0,0.97035575,441,357,710,357,710,665,441,665
091134101.png,22.0,0.93395895,748,158,968,158,968,388,748,388
140513830.png,21.0,0.9765245,1233,299,1522,299,1522,622,1233,622
182248325.png,16.0,0.97863215,840,460,1146,460,1146,798,840,798
152758440.png,10.0,0.97161466,448,377,697,377,697,621,448,621
105613111.png,16.0,0.97506464,763,137,1042,137,1042,440,763,440
150934446.png,1.0,0.7832493,1094,15,1339,15,1339,228,1094,228
154533952.png,29.0,0.9594855,1072,40,1307,40,1307,264,1072,264
104824213.png,23.0,0.9759218,920,680,1179,680,1179,953,920,953
084158522.png,12.0,0.917753,1088,58,1332,58,1332,279,1088,279
145617741.png,17.0,0.96725565,918,395,1200,395,1200,707,918,707
145617741.png,7.0,0.8407496,919,396,1201,396,1201,706,919,706
074234995.png,7.0,0.98246694,1169,374,1467,374,1467,678,1169,678
122725931.png,23.0,0.9142568,1108,170,1333,170,1333,403,1108,403
111630491.png,18.0,0.9574584,893,426,1158,426,1158,683,893,683
123238068.png,24.0,0.9784697,1210,125,1447,125,1447,399,1210,399
134641076.png,11.0,0.9249509,1169,65,1396,65,1396,327,1169,327
134641076.png,32.0,0.8852069,815,216,1101,216,1101,542,815,542
105325969.png,9.0,0.7596521,1231,269,1496,269,1496,501,1231,501
081649493.png,7.0,0.79533255,1223,407,1517,407,1517,720,1223,720
113016099.png,17.0,0.9849984,768,160,1052,160,1052,473,768,473
153923482.png,17.0,0.9751262,771,93,1027,93,1027,372,771,372
142609912.png,24.0,0.9149884,748,73,972,73,972,317,748,317
142609912.png,14.0,0.88906187,745,75,969,75,969,336,745,336
110554240.png,6.0,0.92290026,884,508,1155,508,1155,756,884,756
110554240.png,31.0,0.89833033,883,509,1155,509,1155,757,883,757
143309927.png,4.0,0.82118464,1154,139,1403,139,1403,399,1154,399
154106268.png,23.0,0.97369146,1212,179,1443,179,1443,412,1212,412
154106268.png,11.0,0.953786,888,334,1103,334,1103,623,888,623
123914613.png,1.0,0.8684715,924,542,1204,542,1204,801,924,801
123914613.png,14.0,0.86588866,923,543,1204,543,1204,801,923,801
151345755.png,1.0,0.8912055,1163,143,1421,143,1421,371,1163,371
095342787.png,32.0,0.96095127,1116,153,1382,153,1382,425,1116,425
143553857.png,17.0,0.9835829,788,72,1063,72,1063,374,788,374
171107622.png,5.0,0.8801207,763,183,1026,183,1026,427,763,427
171107622.png,28.0,0.81234276,360,344,612,344,612,623,360,623
093650081.png,5.0,0.9364029,1109,166,1376,166,1376,410,1109,410
122231310.png,33.0,0.93057644,829,235,1081,235,1081,500,829,500
122231310.png,5.0,0.8702399,1143,102,1386,102,1386,325,1143,325
144226097.png,7.0,0.96469206,1166,162,1441,162,1441,461,1166,461
103634819.png,6.0,0.972801,1138,230,1418,230,1418,479,1138,479
154733626.png,0.0,0.9556378,1377,609,1679,609,1679,892,1377,892
095850865.png,27.0,0.9732752,1072,51,1317,51,1317,311,1072,311
122925633.png,7.0,0.9757776,468,430,740,430,740,742,468,742
124624608.png,20.0,0.9580444,1005,701,1297,701,1297,981,1005,981
124624608.png,6.0,0.77123666,1005,701,1298,701,1298,983,1005,983
082012013.png,12.0,0.97945285,1141,209,1399,209,1399,439,1141,439
132318007.png,6.0,0.96844256,833,311,1094,311,1094,545,833,545
083008729.png,4.0,0.9235986,721,126,966,126,966,383,721,383
083008729.png,29.0,0.8713612,722,126,966,126,966,383,722,383
175523871.png,7.0,0.9717928,669,38,935,38,935,315,669,315
161152879.png,15.0,0.767061,707,33,961,33,961,289,707,289
145308701.png,7.0,0.95849115,740,63,997,63,997,304,740,304
142858659.png,8.0,0.7283077,718,253,970,253,970,484,718,484
142858659.png,1.0,0.70735574,718,253,971,253,971,484,718,484
110128806.png,27.0,0.9721581,627,139,867,139,867,407,627,407
115342429.png,30.0,0.9760031,729,215,977,215,977,449,729,449
112557822.png,12.0,0.91188127,1210,305,1486,305,1486,557,1210,557
112557822.png,6.0,0.7030075,1210,305,1486,305,1486,557,1210,557
154716185.png,31.0,0.95754594,455,365,717,365,717,612,455,612
143139451.png,18.0,0.9792893,618,720,900,720,900,992,618,992
115653559.png,30.0,0.9566915,1129,132,1379,132,1379,360,1129,360
115653559.png,27.0,0.94566387,685,59,949,59,949,349,685,349
120216554.png,6.0,0.9706651,725,103,983,103,983,339,725,339
113810534.png,29.0,0.9769713,1082,27,1323,27,1323,263,1082,263
133945142.png,6.0,0.9447129,1117,48,1381,48,1381,285,1117,285
100258948.png,11.0,0.97602594,745,189,1024,189,1024,535,745,535
081711456.png,6.0,0.88439643,476,695,763,695,763,972,476,972
122538395.png,9.0,0.9593769,1104,62,1350,62,1350,278,1104,278
144714369.png,0.0,0.8881748,1113,111,1370,111,1370,345,1113,345
081700590.png,31.0,0.9766566,1087,151,1347,151,1347,399,1087,399
133824281.png,27.0,0.9185194,732,16,966,16,966,282,732,282
133824281.png,7.0,0.89547956,1147,106,1394,106,1394,370,1147,370
151025917.png,9.0,0.97224236,817,216,1068,216,1068,445,817,445
114536500.png,31.0,0.8322357,1211,293,1503,293,1503,556,1211,556
175102982.png,11.0,0.9654884,1273,406,1498,406,1498,697,1273,697
175102982.png,1.0,0.93580705,426,660,712,660,712,931,426,931
132706127.png,32.0,0.936902,1369,531,1667,531,1667,827,1369,827
132706127.png,26.0,0.89909273,483,445,729,445,729,707,483,707
090816926.png,10.0,0.97650707,540,735,829,735,829,1014,540,1014
122137854.png,7.0,0.9554726,890,515,1181,515,1181,841,890,841
122137854.png,17.0,0.7942084,890,514,1182,514,1182,841,890,841
090227087.png,17.0,0.7277395,410,534,721,534,721,900,410,900
085122053.png,16.0,0.983643,1131,214,1425,214,1425,521,1131,521
114154699.png,6.0,0.84414506,667,0,908,0,908,124,667,124
125505234.png,4.0,0.97156966,772,107,1016,107,1016,359,772,359
132115060.png,17.0,0.97701204,1160,183,1433,183,1433,475,1160,475
123239839.png,27.0,0.97973377,807,156,1053,156,1053,424,807,424
110747116.png,24.0,0.97564924,1145,90,1375,90,1375,357,1145,357
143315064.png,1.0,0.98274016,1225,253,1494,253,1494,495,1225,495
143315064.png,8.0,0.87993675,446,264,687,264,687,525,446,525
134413871.png,29.0,0.97575027,1094,61,1336,61,1336,306,1094,306
134413871.png,11.0,0.74765444,934,610,1203,610,1203,883,934,883
111740484.png,32.0,0.85848576,719,62,980,62,980,339,719,339
111740484.png,17.0,0.8518895,719,61,980,61,980,340,719,340
125039593.png,23.0,0.9728203,1182,321,1420,321,1420,568,1182,568
125039593.png,22.0,0.7296039,915,622,1216,622,1216,934,915,934
075825235.png,25.0,0.9834493,754,244,1026,244,1026,547,754,547
122215219.png,11.0,0.98483074,1153,84,1431,84,1431,411,1153,411
134655921.png,17.0,0.98232746,1133,42,1418,42,1418,344,1133,344
181812391.png,16.0,0.98360634,1155,158,1450,158,1450,470,1155,470
154234991.png,21.0,0.9678886,717,39,981,39,981,331,717,331
132833866.png,29.0,0.9766639,727,81,962,81,962,323,727,323
133608167.png,7.0,0.9227741,772,100,1031,100,1031,341,772,341
114816733.png,29.0,0.9769862,1124,140,1371,140,1371,390,1124,390
092545639.png,7.0,0.9759794,855,431,1140,431,1140,746,855,746
131548321.png,17.0,0.960538,1404,685,1741,685,1741,1034,1404,1034
131548321.png,17.0,0.91414624,770,109,1030,109,1030,396,770,396
135830957.png,17.0,0.913797,791,194,1058,194,1058,491,791,491
125123901.png,11.0,0.97775364,757,29,1032,29,1032,376,757,376
152335028.png,10.0,0.8491616,809,67,1058,67,1058,295,809,295
122812008.png,19.0,0.92279214,1164,123,1425,123,1425,355,1164,355
123308924.png,24.0,0.97477823,462,375,701,375,701,669,462,669
124205415.png,4.0,0.92233366,1204,202,1456,202,1456,472,1204,472
102003096.png,22.0,0.9759183,1187,303,1422,303,1422,551,1187,551
121040471.png,22.0,0.9439825,1312,426,1557,426,1557,680,1312,680
102606466.png,15.0,0.9649307,1249,357,1531,357,1531,612,1249,612
120033994.png,24.0,0.97556657,752,77,975,77,975,342,752,342
132328128.png,33.0,0.95971835,800,180,1051,180,1051,441,800,441
132328128.png,22.0,0.884321,1189,193,1425,193,1425,454,1189,454
132328128.png,11.0,0.75978565,1157,169,1425,169,1425,398,1157,398
175937536.png,31.0,0.9537401,899,648,1187,648,1187,918,899,918
120146756.png,0.0,0.9486652,1242,331,1518,331,1518,581,1242,581
120146756.png,33.0,0.94539,464,507,723,507,723,787,464,787
120146756.png,22.0,0.87560004,1003,641,1276,641,1276,947,1003,947
120146756.png,1.0,0.86884624,1243,331,1518,331,1518,582,1243,582
110208326.png,10.0,0.9179004,1107,62,1363,62,1363,285,1107,285
090116243.png,24.0,0.9782988,754,171,990,171,990,445,754,445
145609940.png,33.0,0.9767115,423,318,675,318,675,594,423,594
144850367.png,14.0,0.8740595,786,232,1041,232,1041,472,786,472
144850367.png,13.0,0.76179504,787,232,1041,232,1041,472,787,472
113520219.png,11.0,0.93971455,783,218,1016,218,1016,496,783,496
113520219.png,24.0,0.7762539,783,218,1016,218,1016,497,783,497
114617850.png,6.0,0.9757598,678,2,932,2,932,230,678,230
114617850.png,11.0,0.8120203,1198,150,1435,150,1435,425,1198,425
111441982.png,1.0,0.936977,769,136,1022,136,1022,366,769,366
080755496.png,23.0,0.9735411,1271,400,1515,400,1515,650,1271,650
163741972.png,27.0,0.9747273,434,185,676,185,676,456,434,456
115110496.png,30.0,0.98046094,1132,176,1389,176,1389,410,1132,410
083740875.png,16.0,0.97858,830,309,1127,309,1127,632,830,632
114236827.png,11.0,0.95633227,747,126,1025,126,1025,426,747,426
174421022.png,17.0,0.78747267,667,9,899,9,899,230,667,230
